h,scale,snaive_MAE,snaive_RMSE,snaive_MAPE,ets_MAE,ets_RMSE,ets_MAPE,arima_MAE,arima_RMSE,arima_MAPE,arimax_MAE,arimax_RMSE,arimax_MAPE
1,log,0.1031221761570199,0.13203236433527885,1.2561009897380828,0.013777956693416847,0.017285895748825962,0.1680635560631745,0.014319924553446333,0.019086630215326483,0.1745549147260478,0.016503292961827537,0.019866924574415162,0.20142951100009882
3,log,0.10727253046029706,0.1422906522004578,1.3072109895611816,0.03240907240786598,0.04352567809222335,0.39515925730773444,0.03551643892113941,0.05014512905431617,0.4333178716089102,0.049084323367335064,0.06119800043754629,0.599520746534425
6,log,0.11469748343899445,0.14389319133241052,1.4021655569516842,0.07580351242039841,0.09065340588778675,0.9262567177417595,0.08391064860902865,0.10475387837348628,1.0254192863953413,0.11007447704418094,0.1297052306762343,1.3460740051113889
12,log,0.1216194142153678,0.1325919090127845,1.4945875884013493,0.18060475250961477,0.2103433862953159,2.2158186699616422,0.1729636052924826,0.21869873374354803,2.1240068420395084,0.19340783877999468,0.24728467133145027,2.3719929245242732
